Año;mes;NCM;Porg;Pnet(kg);FOB(USD);Flete(USD);Seguro(USD);CIF(USD)
2024;08;39172100;212;20,250;4931,57;56,18;9,12;4996,87
2024;08;39172100;310;10670,330;100414,04;21562,78;229,65;122206,47
2024;08;39172100;320;0,640;202,95;3,36;0,04;206,35
2024;08;39172100;438;181,570;1522,84;45,76;7,84;1576,44
2024;08;39172100;451;0,310;7,66;0,02;0,01;7,69
2024;08;39172200;203;2756,900;75013,74;5654,90;66,01;80734,65
2024;08;39172200;310;18832,640;42234,06;9072,17;488,70;51794,93
2024;08;39172200;410;18,450;508,50;11,52;0,79;520,81
2024;08;39172200;412;99,550;1782,00;12,97;2,85;1797,82
2024;08;39172200;438;3,240;284,65;9,40;0,31;294,36
2024;08;39172300;203;11280,200;23639,30;2937,01;124,58;26700,89
2024;08;39172300;204;25594,090;264343,22;9498,14;243,17;274084,53
2024;08;39172300;208;236077,640;391441,01;25617,75;3517,83;420576,59
2024;08;39172300;212;173,630;6331,65;13243,37;97,84;19672,86
2024;08;39172300;309;0,300;6,42;0,42;0,03;6,87
2024;08;39172300;310;2842,980;6226,77;4824,29;109,85;11160,91
2024;08;39172300;315;255,070;8302,80;270,22;15,75;8588,77
2024;08;39172300;335;3425,160;40211,20;820,85;75,35;41107,40
2024;08;39172300;407;0,510;43,17;7,03;0,03;50,23
2024;08;39172300;412;0,080;64,05;5,43;0,01;69,49
2024;08;39172300;424;105,850;2348,21;14,06;6,08;2368,35
2024;08;39172300;430;2,450;26,18;0,34;0,27;26,79
2024;08;39172300;438;14,450;606,99;8,81;0,24;616,04
2024;08;39172900;203;2370,330;38521,80;1905,42;323,79;40751,01
2024;08;39172900;212;6,930;3039,05;26,45;29,97;3095,47
2024;08;39172900;216;0,500;427,75;4,85;1,29;433,89
2024;08;39172900;309;75,990;1882,81;749,44;25,87;2658,12
2024;08;39172900;310;3099,450;29305,13;3329,96;160,76;32795,85
2024;08;39172900;337;1,780;23,18;3,33;0,04;26,55
2024;08;39172900;405;3,460;1049,96;33,75;5,42;1089,13
2024;08;39172900;417;5826,260;94182,34;2704,61;887,16;97774,11
2024;08;39172900;422;0,480;15,02;0,36;0,02;15,40
2024;08;39172900;424;5,010;170,97;4,43;0,16;175,56
2024;08;39172900;426;0,080;6,47;0,76;0,03;7,26
2024;08;39172900;429;0,330;38,41;1,31;0,03;39,75
2024;08;39172900;430;0,030;53,82;1,54;0,01;55,37
2024;08;39172900;438;38,410;5210,60;35,34;19,04;5264,98
2024;08;39172900;448;607,700;8826,20;240,62;17,36;9084,18
2024;08;39173100;203;320,440;4065,01;141,50;11,02;4217,53
2024;08;39173100;212;303,380;22292,25;486,54;180,51;22959,30
2024;08;39173100;310;1366,540;11254,37;304,97;115,59;11674,93
2024;08;39173100;315;1,690;491,75;4,32;4,96;501,03
2024;08;39173100;406;1,420;56,59;0,91;0,15;57,65
2024;08;39173100;417;134,540;3159,98;113,61;17,86;3291,45
2024;08;39173100;426;9,080;883,19;13,26;4,86;901,31
2024;08;39173100;438;6,840;1283,47;60,13;0,95;1344,55
2024;08;39173210;203;7,200;164,33;11,34;1,05;176,72
2024;08;39173210;208;5460,000;13162,50;5100,00;20,00;18282,50
2024;08;39173210;212;0,090;115,14;2,70;0,71;118,55
2024;08;39173210;310;7222,130;28858,70;4737,41;59,07;33655,18
2024;08;39173210;319;115,060;2128,95;58,41;0,52;2187,88
2024;08;39173210;320;244,140;4526,50;74,67;16,32;4617,49
2024;08;39173210;417;50,020;741,46;4,66;1,94;748,06
2024;08;39173210;423;0,060;30,82;0,25;0,31;31,38
2024;08;39173210;424;2446,460;40560,19;3270,44;22,00;43852,63
2024;08;39173210;429;20,820;123,77;42,88;4,31;170,96
2024;08;39173210;438;51,850;1134,18;76,57;1,77;1212,52
2024;08;39173210;451;41,850;1162,74;15,05;4,03;1181,82
2024;08;39173210;501;0,780;246,72;4,44;2,54;253,70
2024;08;39173229;203;3328,660;27153,51;7012,46;221,76;34387,73
2024;08;39173229;212;690,730;7175,11;226,36;33,36;7434,83
2024;08;39173229;310;907,670;7429,63;487,49;33,67;7950,79
2024;08;39173229;320;1263,030;25219,49;1129,70;237,57;26586,76
2024;08;39173229;335;172,430;2763,90;75,97;20,27;2860,14
2024;08;39173229;410;216,630;5663,07;1944,65;45,65;7653,37
2024;08;39173229;417;4,810;101,07;3,58;0,19;104,84
2024;08;39173229;424;5,910;243,05;6,42;2,03;251,50
2024;08;39173229;429;0,300;48,07;0,50;0,19;48,76
2024;08;39173229;436;3,940;71,36;1,00;0,12;72,48
2024;08;39173229;438;1535,080;29357,88;244,51;22,16;29624,55
2024;08;39173229;451;7,420;106,31;1,77;0,68;108,76
2024;08;39173230;127;141,560;5261,22;227,35;15,66;5504,23
2024;08;39173230;208;17,830;429,12;2,43;0,03;431,58
2024;08;39173230;212;6,260;573,51;5,23;5,71;584,45
2024;08;39173230;310;762,090;7230,10;533,02;77,64;7840,76
2024;08;39173230;410;429,060;11216,72;3851,73;90,41;15158,86
2024;08;39173240;203;3,030;555,86;5,25;3,37;564,48
2024;08;39173240;212;233,330;36245,79;1310,09;271,81;37827,69
2024;08;39173240;310;610,680;7155,41;423,91;67,75;7647,07
2024;08;39173240;316;24,530;2012,96;14,65;2,43;2030,04
2024;08;39173240;320;11,100;382,55;12,00;2,66;397,21
2024;08;39173240;409;1,870;5155,89;29,55;54,28;5239,72
2024;08;39173240;410;2,910;1157,93;60,22;3,49;1221,64
2024;08;39173240;412;0,990;533,06;10,70;0,37;544,13
2024;08;39173240;414;39,000;585,00;2,43;0,70;588,13
2024;08;39173240;417;4,390;500,52;29,87;0,91;531,30
2024;08;39173240;426;150,530;16457,02;1150,42;176,07;17783,51
2024;08;39173240;429;0,200;29,40;1,22;0,03;30,65
2024;08;39173240;430;0,440;232,31;7,20;2,41;241,92
2024;08;39173240;438;12,420;1837,90;122,37;15,62;1975,89
2024;08;39173240;451;0,120;15,08;0,75;0,03;15,86
2024;08;39173259;310;49,850;465,50;81,39;1,75;548,64
2024;08;39173290;141;1908,210;56812,89;88,09;56,91;56957,89
2024;08;39173290;203;119864,490;959912,47;27747,51;4981,78;992641,76
2024;08;39173290;205;463,090;20310,53;2581,26;228,92;23120,71
2024;08;39173290;208;24618,260;135201,25;5323,02;1232,64;141756,91
2024;08;39173290;212;15508,570;208170,92;9357,05;948,05;218476,02
2024;08;39173290;218;1137,900;28319,22;156,95;28,60;28504,77
2024;08;39173290;221;1300,000;9020,00;1200,00;55,00;10275,00
2024;08;39173290;309;1,020;22,70;24,53;0,33;47,56
2024;08;39173290;310;38897,290;200318,32;34639,92;1243,22;236201,46
2024;08;39173290;312;0,030;3,03;0,38;0,03;3,44
2024;08;39173290;313;35,220;1113,44;43,80;11,00;1168,24
2024;08;39173290;315;2785,920;53035,91;1015,24;64,82;54115,97
2024;08;39173290;319;266,830;7731,63;178,44;35,45;7945,52
2024;08;39173290;320;5314,520;247619,73;6362,07;776,73;254758,53
2024;08;39173290;326;6,010;1969,63;24,39;26,10;2020,12
2024;08;39173290;335;57486,980;619958,59;19712,58;1296,47;640967,64
2024;08;39173290;337;16,050;204,97;17,54;1,80;224,31
2024;08;39173290;341;10950,000;34078,86;2619,17;183,49;36881,52
2024;08;39173290;405;0,010;7,21;0,03;0,07;7,31
2024;08;39173290;406;29,960;938,70;7,96;4,98;951,64
2024;08;39173290;407;3,250;40,59;4,81;0,02;45,42
2024;08;39173290;409;0,190;213,84;39,20;2,70;255,74
2024;08;39173290;410;8133,970;163897,24;479,02;217,49;164593,75
2024;08;39173290;411;68,080;1301,49;36,09;13,40;1350,98
2024;08;39173290;412;14,860;1113,09;93,06;9,64;1215,79
2024;08;39173290;414;156,730;1856,61;75,29;4,19;1936,09
2024;08;39173290;415;0,120;44,56;2,08;0,46;47,10
2024;08;39173290;417;3724,570;27521,77;485,86;210,02;28217,65
2024;08;39173290;422;10,500;265,55;8,40;0,31;274,26
2024;08;39173290;424;7373,860;214231,34;574,35;242,03;215047,72
2024;08;39173290;426;25,930;29447,51;881,22;25,93;30354,66
2024;08;39173290;427;3247,690;93870,63;1968,01;109,53;95948,17
2024;08;39173290;429;121,220;3409,25;338,64;22,39;3770,28
2024;08;39173290;430;59,160;1169,28;4,02;1,93;1175,23
2024;08;39173290;436;28,400;348,85;22,01;1,06;371,92
2024;08;39173290;438;5369,460;138095,85;8831,80;425,10;147352,75
2024;08;39173290;446;0,020;1,18;0,23;0,01;1,42
2024;08;39173290;448;0,210;8,40;0,54;0,05;8,99
2024;08;39173290;449;61,180;1111,11;16,27;1,79;1129,17
2024;08;39173290;451;1524,750;69743,92;777,15;430,91;70951,98
2024;08;39173300;141;0,830;36,78;2,33;0,15;39,26
2024;08;39173300;203;13876,510;297074,87;13321,59;515,07;310911,53
2024;08;39173300;212;478,790;134119,94;3212,84;725,87;138058,65
2024;08;39173300;218;96,680;1232,41;12,22;0,74;1245,37
2024;08;39173300;309;7,460;111,94;9,18;0,16;121,28
2024;08;39173300;310;17579,420;119777,26;11785,79;878,27;132441,32
2024;08;39173300;313;22815,000;69741,00;12484,85;172,67;82398,52
2024;08;39173300;315;114,890;1932,21;20,08;1,95;1954,24
2024;08;39173300;316;11,550;487,48;29,19;2,07;518,74
2024;08;39173300;319;975,660;18055,88;495,40;4,40;18555,68
2024;08;39173300;320;5,380;3622,77;77,74;36,33;3736,84
2024;08;39173300;335;13573,000;113677,44;12490,59;424,64;126592,67
2024;08;39173300;337;0,030;16,36;0,12;0,16;16,64
2024;08;39173300;405;2734,640;49320,77;430,89;56,14;49807,80
2024;08;39173300;409;2,200;1182,10;86,66;6,49;1275,25
2024;08;39173300;410;336,590;7761,56;253,19;12,45;8027,20
2024;08;39173300;412;25,050;1375,57;26,15;11,64;1413,36
2024;08;39173300;414;0,890;41,06;0,37;0,09;41,52
2024;08;39173300;415;0,010;9,66;0,17;0,10;9,93
2024;08;39173300;417;558,210;9928,42;398,20;24,04;10350,66
2024;08;39173300;423;0,430;77,80;1,88;0,09;79,77
2024;08;39173300;424;575,100;7954,74;58,34;6,93;8020,01
2024;08;39173300;426;170,000;18617,83;1335,83;198,97;20152,63
2024;08;39173300;427;2,820;65,32;0,97;0,10;66,39
2024;08;39173300;429;69,990;4245,05;93,26;34,91;4373,22
2024;08;39173300;430;0,300;233,57;4,30;2,20;240,07
2024;08;39173300;436;0,750;66,15;1,98;0,09;68,22
2024;08;39173300;438;1126,270;24821,74;336,76;67,11;25225,61
2024;08;39173300;446;172,580;1950,01;71,95;4,25;2026,21
2024;08;39173300;448;3600,750;49329,82;1821,08;107,52;51258,42
2024;08;39173300;449;1,730;25,45;0,19;0,26;25,90
2024;08;39173300;451;2822,050;66857,48;394,04;74,03;67325,55
2024;08;39173300;454;0,280;29,14;1,78;0,16;31,08
2024;08;39173900;203;11906,520;62906,85;1515,90;384,54;64807,29
2024;08;39173900;206;2,000;8,45;0,10;0,09;8,64
2024;08;39173900;212;646,320;47134,58;2867,80;423,20;50425,58
2024;08;39173900;218;1928,650;21290,65;156,86;12,22;21459,73
2024;08;39173900;310;39296,480;114887,19;18212,46;842,24;133941,89
2024;08;39173900;313;263,200;4050,80;553,27;46,04;4650,11
2024;08;39173900;315;16976,590;104044,91;8954,83;857,03;113856,77
2024;08;39173900;320;3,780;2632,37;61,28;24,20;2717,85
2024;08;39173900;333;1,380;132,39;29,50;1,62;163,51
2024;08;39173900;335;20,000;193,00;9,99;0,22;203,21
2024;08;39173900;341;1071,890;16497,00;2253,21;187,50;18937,71
2024;08;39173900;405;54,450;9086,47;136,02;66,30;9288,79
2024;08;39173900;407;0,560;30,22;8,76;0,06;39,04
2024;08;39173900;409;18,340;2431,12;15,72;24,47;2471,31
2024;08;39173900;410;3719,080;44924,90;1408,95;366,19;46700,04
2024;08;39173900;412;951,830;17043,39;947,67;57,33;18048,39
2024;08;39173900;414;6,640;351,88;18,53;2,58;372,99
2024;08;39173900;415;0,030;11,70;0,21;0,12;12,03
2024;08;39173900;417;673,410;21146,09;660,15;111,42;21917,66
2024;08;39173900;423;0,090;45,12;6,95;0,06;52,13
2024;08;39173900;424;38,500;1284,06;62,82;10,79;1357,67
2024;08;39173900;425;0,710;7,46;3,07;0,05;10,58
2024;08;39173900;426;290,230;6418,29;83,59;11,98;6513,86
2024;08;39173900;427;3699,930;108232,94;173,01;108,40;108514,35
2024;08;39173900;429;7,540;1774,62;76,25;5,55;1856,42
2024;08;39173900;430;10,320;11213,88;419,71;49,68;11683,27
2024;08;39173900;436;1175,330;19115,90;159,22;14,12;19289,24
2024;08;39173900;438;1960,050;52460,96;2321,65;328,94;55111,55
2024;08;39173900;440;0,250;3,60;0,13;0,00;3,73
2024;08;39173900;451;639,040;10912,60;299,72;41,59;11253,91
2024;08;39173900;504;120,660;11152,32;1876,94;66,09;13095,35
2024;08;39174010;203;2112,720;37143,80;2331,94;394,76;39870,50
2024;08;39174010;309;114,170;292,50;42,15;0,82;335,47
2024;08;39174010;310;2115,900;43128,50;2971,83;451,07;46551,40
2024;08;39174010;407;0,310;11,96;0,28;0,00;12,24
2024;08;39174010;414;334,190;6188,60;42,56;3,13;6234,29
2024;08;39174010;417;121,300;5167,42;1079,05;62,46;6308,93
2024;08;39174010;425;3034,690;26969,91;192,16;271,62;27433,69
2024;08;39174010;436;1,230;80,43;5,55;0,05;86,03
2024;08;39174090;203;40279,220;239460,01;9248,29;1918,42;250626,72
2024;08;39174090;208;1779,430;28230,24;13970,49;453,74;42654,47
2024;08;39174090;212;7236,230;104526,10;11194,34;782,21;116502,65
2024;08;39174090;218;777,430;5744,25;475,01;54,18;6273,44
2024;08;39174090;309;321,180;8270,70;178,83;83,51;8533,04
2024;08;39174090;310;122008,060;592422,37;92198,76;5399,06;690020,19
2024;08;39174090;313;1039,560;23996,22;3128,07;130,77;27255,06
2024;08;39174090;315;1995,750;6765,81;773,14;73,82;7612,77
2024;08;39174090;319;3005,280;62271,04;3804,79;598,60;66674,43
2024;08;39174090;320;805,760;67088,06;1479,25;667,07;69234,38
2024;08;39174090;333;10,550;2223,04;97,69;14,04;2334,77
2024;08;39174090;406;22,500;893,13;9,98;4,71;907,82
2024;08;39174090;407;53,970;624,44;206,29;20,54;851,27
2024;08;39174090;410;13224,110;154553,73;5416,53;669,94;160640,20
2024;08;39174090;411;37,310;1193,57;388,30;39,47;1621,34
2024;08;39174090;412;518,420;13956,00;170,57;78,56;14205,13
2024;08;39174090;414;0,130;70,73;1,04;0,11;71,88
2024;08;39174090;415;0,030;11,27;0,37;0,12;11,76
2024;08;39174090;417;13049,860;145321,93;3817,97;566,01;149705,91
2024;08;39174090;422;127,580;2248,12;13,34;5,80;2267,26
2024;08;39174090;423;0,090;70,72;1,55;0,34;72,61
2024;08;39174090;424;103,230;4635,49;2914,34;88,20;7638,03
2024;08;39174090;425;10375,470;82754,79;1688,12;182,87;84625,78
2024;08;39174090;426;35,680;824,10;25,54;2,07;851,71
2024;08;39174090;427;1,310;64,08;3,47;0,35;67,90
2024;08;39174090;429;11,840;2872,56;28,68;9,12;2910,36
2024;08;39174090;430;5419,600;69390,09;888,25;689,59;70967,93
2024;08;39174090;436;10457,230;112428,56;3425,34;1160,22;117014,12
2024;08;39174090;438;154,670;19693,28;1055,08;129,63;20877,99
2024;08;39174090;451;5,120;488,47;9,68;1,97;500,12
2024;08;39174090;454;0,060;34,12;1,95;0,00;36,07
2024;08;39181000;203;1376,800;10386,00;264,07;96,86;10746,93
2024;08;39181000;205;10284,260;8413,92;1036,63;94,51;9545,06
2024;08;39181000;212;3745,060;45105,13;2632,60;477,37;48215,10
2024;08;39181000;221;1617,000;2644,30;78,12;8,37;2730,79
2024;08;39181000;309;87260,200;137044,71;31300,01;1822,59;170167,31
2024;08;39181000;310;977603,910;855795,44;271203,48;7570,83;1134569,75
2024;08;39181000;414;14,330;3271,21;1891,07;25,82;5188,10
2024;08;39181000;423;74,910;1156,24;911,76;10,34;2078,34
2024;08;39181000;426;10560,000;25552,07;81,66;128,18;25761,91
2024;08;39181000;501;25877,190;22221,43;4092,60;261,34;26575,37
2024;08;39189000;212;1175,980;15323,00;861,27;161,84;16346,11
2024;08;39189000;310;291869,240;325547,65;114736,20;2772,99;443056,84
2024;08;39191010;203;197314,410;794140,46;52624,44;3557,02;850321,92
2024;08;39191010;204;2278,500;24254,85;2199,92;26,45;26481,22
2024;08;39191010;212;12286,980;75479,62;1903,56;773,88;78157,06
2024;08;39191010;221;3062,000;76207,62;500,00;38,35;76745,97
2024;08;39191010;310;412216,230;696001,28;136014,59;5448,36;837464,23
2024;08;39191010;319;3,200;110,00;311,67;4,21;425,88
2024;08;39191010;335;41,520;348,19;91,79;4,40;444,38
2024;08;39191010;417;1987,440;94649,70;3551,76;704,88;98906,34
2024;08;39191020;203;461,710;10434,35;284,98;15,65;10734,98
2024;08;39191020;212;2981,350;52170,57;1956,05;50,85;54177,47
2024;08;39191020;310;10504,280;30143,11;3374,58;143,33;33661,02
2024;08;39191020;313;1000,000;12180,00;768,65;121,80;13070,45
2024;08;39191020;320;33589,950;210499,00;12722,48;578,88;223800,36
2024;08;39191020;410;10,000;1361,35;12,69;2,18;1376,22
2024;08;39191020;412;15,000;174,10;64,83;1,20;240,13
2024;08;39191020;417;4590,220;26734,89;414,61;166,91;27316,41
2024;08;39191020;426;0,440;116,36;55,42;0,85;172,63
2024;08;39191020;438;4087,650;52098,11;1154,25;246,41;53498,77
2024;08;39191090;200;7,990;447,59;10,09;2,43;460,11
2024;08;39191090;203;3655,020;66089,66;11063,49;192,96;77346,11
2024;08;39191090;205;55,940;157,75;24,68;2,00;184,43
2024;08;39191090;212;1252,780;99021,96;4953,02;270,37;104245,35
2024;08;39191090;218;0,630;102,65;11,21;1,14;115,00
2024;08;39191090;309;0,270;49,08;4,08;0,03;53,19
2024;08;39191090;310;95551,350;213666,34;52174,80;2503,92;268345,06
2024;08;39191090;313;603,330;24817,85;731,04;127,75;25676,64
2024;08;39191090;320;232,650;4278,67;8080,75;103,84;12463,26
2024;08;39191090;326;0,840;14,47;2,29;0,17;16,93
2024;08;39191090;335;72,010;705,60;21,72;0,23;727,55
2024;08;39191090;337;48,810;1004,98;42,33;10,58;1057,89
2024;08;39191090;406;26,250;4386,70;206,71;0,48;4593,89
2024;08;39191090;409;24,020;684,40;22,52;7,07;713,99
2024;08;39191090;410;1258,990;11702,96;228,41;109,77;12041,14
2024;08;39191090;412;164,420;17270,93;141,32;27,49;17439,74
2024;08;39191090;415;10,000;2323,00;393,56;27,17;2743,73
2024;08;39191090;417;22,920;1182,74;360,48;13,93;1557,15
2024;08;39191090;419;25,740;246,40;16,93;2,63;265,96
2024;08;39191090;424;22,020;677,37;61,94;0,74;740,05
2024;08;39191090;429;2,960;370,57;12,95;0,35;383,87
2024;08;39191090;438;1299,100;79530,53;2455,43;351,43;82337,39
2024;08;39199010;203;195414,840;688280,27;28803,12;2278,06;719361,45
2024;08;39199010;205;12184,760;61313,55;546,53;7,11;61867,19
2024;08;39199010;212;256,490;5511,70;142,65;16,46;5670,81
2024;08;39199010;310;155730,240;266210,32;41770,84;2615,77;310596,93
2024;08;39199010;335;140,450;1125,00;26,86;2,12;1153,98
2024;08;39199010;412;5126,710;21694,20;1407,54;6,34;23108,08
2024;08;39199010;417;2,450;1703,54;182,24;5,27;1891,05
2024;08;39199010;424;1956,000;7011,44;72,60;78,65;7162,69
2024;08;39199010;425;453,140;6039,84;618,35;66,62;6724,81
2024;08;39199010;429;1,940;141,42;2,71;0,43;144,56
2024;08;39199010;436;3417,600;22641,60;430,40;230,72;23302,72
2024;08;39199010;438;234,120;4347,92;28,29;2,18;4378,39
2024;08;39199020;200;0,020;4,80;0,47;0,01;5,28
2024;08;39199020;203;12376,330;470594,71;14090,17;779,17;485464,05
2024;08;39199020;204;1,310;227,84;7,19;0,93;235,96
2024;08;39199020;208;13387,000;59266,44;1641,18;15,23;60922,85
2024;08;39199020;212;1784,210;74267,27;1337,42;606,75;76211,44
2024;08;39199020;218;1,050;70,59;2,79;0,23;73,61
2024;08;39199020;291;198,000;47035,61;1482,00;24,25;48541,86
2024;08;39199020;310;225732,520;640866,35;107802,59;4990,37;753659,31
2024;08;39199020;313;21163,000;84464,99;7150,00;253,39;91868,38
2024;08;39199020;315;104,990;7075,34;2112,16;17,15;9204,65
2024;08;39199020;320;16,260;1011,38;3,74;1,51;1016,63
2024;08;39199020;335;1150,490;9222,40;340,54;10,97;9573,91
2024;08;39199020;337;5,820;2386,21;63,31;1,03;2450,55
2024;08;39199020;405;0,240;93,35;26,48;0,61;120,44
2024;08;39199020;406;0,890;28,91;1,22;0,00;30,13
2024;08;39199020;410;2,790;240,15;13,73;1,24;255,12
2024;08;39199020;412;117,950;1910,71;11,78;3,03;1925,52
2024;08;39199020;417;0,450;30,82;3,43;0,10;34,35
2024;08;39199020;426;923,010;5735,54;158,83;1,47;5895,84
2024;08;39199020;427;5,210;188,82;3,34;0,31;192,47
2024;08;39199020;429;1,350;622,55;5,67;1,87;630,09
2024;08;39199020;436;7,270;33,62;3,09;0,06;36,77
2024;08;39199020;438;12978,490;73183,02;1795,81;324,21;75303,04
2024;08;39199020;448;9,180;826,20;8,61;1,32;836,13
2024;08;39199090;159;351,590;2514,82;92,25;2,61;2609,68
2024;08;39199090;203;4522,740;109396,22;4409,67;146,63;113952,52
2024;08;39199090;204;276,770;12249,16;1251,51;67,53;13568,20
2024;08;39199090;205;1954,530;10396,80;126,37;1,21;10524,38
2024;08;39199090;208;2749,000;163202,67;10604,89;156,54;173964,10
2024;08;39199090;212;6538,250;337678,89;13503,14;1065,66;352247,69
2024;08;39199090;218;401,760;8556,55;5802,23;7,58;14366,36
2024;08;39199090;309;7069,230;46361,77;9291,32;524,46;56177,55
2024;08;39199090;310;42662,540;311034,40;14816,21;2235,95;328086,56
2024;08;39199090;313;14072,070;71405,42;17564,70;872,47;89842,59
2024;08;39199090;315;189,990;13903,83;1884,79;5,10;15793,72
2024;08;39199090;320;379,360;11859,12;494,44;26,89;12380,45
2024;08;39199090;326;0,430;21,29;2,81;0,24;24,34
2024;08;39199090;335;5802,200;49455,81;5039,11;249,86;54744,78
2024;08;39199090;337;687,020;9886,14;496,49;25,71;10408,34
2024;08;39199090;409;14,570;1706,66;72,18;0,14;1778,98
2024;08;39199090;410;1592,740;10095,63;524,62;40,81;10661,06
2024;08;39199090;412;547,420;13286,37;55,83;7,59;13349,79
2024;08;39199090;417;5806,270;38201,97;1183,07;213,70;39598,74
2024;08;39199090;423;5,000;2180,00;60,00;30,00;2270,00
2024;08;39199090;424;765,700;16449,70;897,93;16,43;17364,06
2024;08;39199090;426;0,250;56,93;32,91;0,45;90,29
2024;08;39199090;427;7,960;86,40;1,26;0,10;87,76
2024;08;39199090;430;7,140;490,59;74,17;5,60;570,36
2024;08;39199090;436;377,130;3321,50;390,64;37,08;3749,22
2024;08;39199090;438;1372,950;46100,06;1692,50;346,79;48139,35
2024;08;39199090;501;6,180;183,37;18,74;0,18;202,29
2024;08;39201010;310;10366,900;45343,49;1407,09;233,76;46984,34
2024;08;39201091;310;19006,000;85706,13;10800,00;663,64;97169,77
2024;08;39201091;335;8526,000;35509,79;4362,25;111,96;39984,00
2024;08;39201091;405;28275,640;130838,45;9600,00;800,00;141238,45
2024;08;39201091;412;4415,950;36830,81;5795,38;3,24;42629,43
2024;08;39201099;203;1710901,430;3598976,66;632292,97;4907,35;4236176,98
2024;08;39201099;205;996,220;15818,90;982,60;50,02;16851,52
2024;08;39201099;208;243721,390;544212,28;33411,67;1334,84;578958,79
2024;08;39201099;212;4263,860;87489,77;3938,22;900,20;92328,19
2024;08;39201099;222;7479,380;32473,61;1002,73;174,17;33650,51
2024;08;39201099;225;487494,000;717150,72;19160,03;7363,10;743673,85
2024;08;39201099;309;1100,110;10437,48;395,42;108,33;10941,23
2024;08;39201099;310;76761,390;170345,66;21651,27;840,63;192837,56
2024;08;39201099;320;39,300;5904,31;330,60;2,74;6237,65
2024;08;39201099;409;6993,940;78900,83;1317,00;36,10;80253,93
2024;08;39201099;410;12378,390;47111,58;3962,09;277,05;51350,72
2024;08;39201099;423;3840,000;12627,24;542,95;121,60;13291,79
2024;08;39201099;426;24379,550;200542,45;5903,24;1457,04;207902,73
2024;08;39201099;438;69021,260;211904,43;7713,59;1406,35;221024,37
2024;08;39202012;222;2346,520;11685,67;344,35;60,15;12090,17
2024;08;39202019;113;115572,000;269467,37;5522,00;109,00;275098,37
2024;08;39202019;203;650774,290;1662362,86;75510,91;2065,73;1739939,50
2024;08;39202019;205;4998,230;29639,50;418,66;24,05;30082,21
2024;08;39202019;210;13096,470;24632,97;5200,00;27,00;29859,97
2024;08;39202019;218;1790,630;42286,14;3574,78;4,83;45865,75
2024;08;39202019;222;21215,770;44169,11;3542,00;21,41;47732,52
2024;08;39202019;302;94014,580;169526,65;16005,40;172,78;185704,83
2024;08;39202019;310;137432,400;289421,75;41721,00;1876,62;333019,37
2024;08;39202019;315;20023,760;34466,22;2750,00;28,00;37244,22
2024;08;39202019;426;7000,000;34103,25;1150,66;77,56;35331,47
2024;08;39202019;438;29,230;4016,64;207,85;12,65;4237,14
2024;08;39202090;212;137,600;3828,91;264,83;39,70;4133,44
2024;08;39202090;222;91437,420;182143,34;5200,00;84,05;187427,39
2024;08;39202090;310;2739,000;4685,22;718,00;28,83;5432,05
2024;08;39202090;313;44900,780;174471,00;10040,00;140,00;184651,00
2024;08;39202090;315;20866,810;99574,30;7512,05;428,35;107514,70
2024;08;39202090;320;719,750;11672,00;336,59;51,76;12060,35
2024;08;39202090;326;17472,000;36230,40;8350,00;445,80;45026,20
2024;08;39202090;410;3453,470;10958,05;517,24;85,55;11560,84
2024;08;39202090;417;21963,000;69126,67;1345,20;189,03;70660,90
2024;08;39202090;430;0,940;37,87;0,27;0,38;38,52
2024;08;39202090;438;24811,680;135545,22;5660,27;482,65;141688,14
2024;08;39203000;203;8000,500;50404,35;742,31;511,47;51658,13
2024;08;39203000;218;1441,000;8227,38;540,71;43,84;8811,93
2024;08;39203000;310;25720,760;49280,10;1088,77;15,53;50384,40
2024;08;39203000;410;3875,000;17705,51;395,59;181,01;18282,11
2024;08;39204310;218;18182,000;49007,04;1250,00;351,80;50608,84
2024;08;39204390;203;129344,980;365041,02;20737,49;2040,21;387818,72
2024;08;39204390;205;17136,000;63049,80;882,00;11,46;63943,26
2024;08;39204390;309;70,000;1471,98;21,05;7,45;1500,48
2024;08;39204390;310;118064,600;196660,75;35034,29;784,74;232479,78
2024;08;39204390;320;21,970;2015,65;18,86;3,75;2038,26
2024;08;39204390;423;66,000;2303,29;177,41;24,81;2505,51
2024;08;39204390;426;503,730;5149,32;96,44;26,23;5271,99
2024;08;39204390;436;601,000;8020,27;162,97;40,92;8224,16
2024;08;39204390;438;15876,550;274733,49;2165,59;2534,83;279433,91
2024;08;39204900;203;68514,030;336944,10;13955,91;605,40;351505,41
2024;08;39204900;212;25429,500;118128,27;2947,00;343,61;121418,88
2024;08;39204900;309;1,030;2417,44;12,02;1,01;2430,47
2024;08;39204900;310;129201,440;248318,37;42663,82;1816,39;292798,58
2024;08;39204900;335;1410,150;11642,40;292,76;21,92;11957,08
2024;08;39204900;337;14,440;12062,94;329,98;7,56;12400,48
2024;08;39204900;410;837,770;6836,52;241,48;66,09;7144,09
2024;08;39204900;417;98,310;783,46;39,59;8,23;831,28
2024;08;39204900;430;4762,470;56507,90;9306,86;641,44;66456,20
2024;08;39204900;436;13749,000;34819,34;1175,00;359,94;36354,28
2024;08;39204900;438;4881,800;27158,19;423,98;1,52;27583,69
2024;08;39205100;203;31,860;860,00;11,63;0,20;871,83
2024;08;39205100;212;8620,360;84852,35;892,70;793,55;86538,60
